EXCH_ID,SEGMENT,SECURITY_ID,ISIN,INSTRUMENT,UNDERLYING_SECURITY_ID,UNDERLYING_SYMBOL,DISPLAY_NAME,INSTRUMENT_TYPE,SERIES,LOT_SIZE,SM_EXPIRY_DATE,STRIKE_PRICE,OPTION_TYPE,TICK_SIZE,EXPIRY_FLAG,BRACKET_FLAG,COVER_FLAG,ASM_GSM_FLAG,ASM_GSM_CATEGORY
NSE,D,51531,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60400 CALL,OP,NA,35,12/30/2025,60400,CE,5,M,N,N,N,NA
NSE,D,51534,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60400 PUT,OP,NA,35,12/30/2025,60400,PE,5,M,N,N,N,NA
NSE,D,51543,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60500 CALL,OP,NA,35,12/30/2025,60500,CE,5,M,N,N,N,NA
NSE,D,51544,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60500 PUT,OP,NA,35,12/30/2025,60500,PE,5,M,N,N,N,NA
NSE,D,51545,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60600 CALL,OP,NA,35,12/30/2025,60600,CE,5,M,N,N,N,NA
NSE,D,51546,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60600 PUT,OP,NA,35,12/30/2025,60600,PE,5,M,N,N,N,NA
NSE,D,51551,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60700 CALL,OP,NA,35,12/30/2025,60700,CE,5,M,N,N,N,NA
NSE,D,51552,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60700 PUT,OP,NA,35,12/30/2025,60700,PE,5,M,N,N,N,NA
NSE,D,51559,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60800 CALL,OP,NA,35,12/30/2025,60800,CE,5,M,N,N,N,NA
NSE,D,51560,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60800 PUT,OP,NA,35,12/30/2025,60800,PE,5,M,N,N,N,NA
NSE,D,51561,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60900 CALL,OP,NA,35,12/30/2025,60900,CE,5,M,N,N,N,NA
NSE,D,51562,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 60900 PUT,OP,NA,35,12/30/2025,60900,PE,5,M,N,N,N,NA
NSE,D,51568,NA,OPTIDX,26009,BANKNIFTY,BANKNIFTY 30 DEC 61000 CALL,OP,NA,35,12/30/2025,61000,CE,5,M,N,N,N,NA
